ticket_id,customer_id,subject,body,created_at,closed_at,status,priority,category,subcategory,system,channel
TKT-15240,EMP-837,Server Overheat reported on Core Banking (T24),Surface nothing economic bar audience sing camera close available tell most.,2023-08-10 02:00:33,2023-08-10 02:09:04.810728,Closed,Low,Hardware,Server Overheat,Core Banking (T24),Email
TKT-15241,EMP-891,Switch Port Error reported on Internet Banking Portal,Green music authority crime something rock money his meet need community challenge voice.,2023-05-17 08:39:53,2023-05-19 21:08:53.128319,Closed,Low,Hardware,Switch Port Error,Internet Banking Portal,Phone
TKT-15242,EMP-420,Packet Loss reported on Core Banking (T24),East one report common result offer.,2023-02-09 06:30:40,2023-02-09 08:54:37.576991,Closed,High,Network,Packet Loss,Core Banking (T24),Automated Alert
TKT-15243,EMP-690,Disk Failure reported on HR Portal,Gun affect bag I probably argue strategy beautiful series.,2023-11-06 00:19:04,2023-11-08 23:01:13.794819,Closed,Medium,Hardware,Disk Failure,HR Portal,Phone
TKT-15244,EMP-703,MFA Failure reported on Mobile Banking App,Everything approach lose arm between bad Congress development.,2023-03-25 08:08:56,2023-03-25 10:27:21.914032,Closed,Critical,Access,MFA Failure,Mobile Banking App,Phone
TKT-15245,EMP-855,Memory Leak reported on Core Banking (T24),Wear remember quite yard serve tell business voice service discussion political.,2023-05-20 01:41:47,2023-05-20 03:47:10.085637,Resolved,Low,Hardware,Memory Leak,Core Banking (T24),Service Portal
TKT-15246,EMP-939,Latency High reported on ATM Switch,Image recently energy meet hot large.,2023-01-02 23:10:44,2023-01-03 22:51:56.607687,Closed,Critical,Network,Latency High,ATM Switch,Service Portal
TKT-15247,EMP-950,Account Locked reported on Core Banking (T24),Say available hospital win throughout good player up so certain.,2023-02-05 02:17:46,2023-02-06 13:52:42.361043,Closed,Medium,Access,Account Locked,Core Banking (T24),Email
TKT-15248,EMP-679,Unhandled Exception reported on Core Banking (T24),Economy baby describe apply box than fight low subject they.,2023-08-05 14:19:08,2023-08-06 00:35:22.714696,Closed,Low,Software,Unhandled Exception,Core Banking (T24),Phone
TKT-15249,EMP-592,Memory Leak reported on Core Banking (T24),Parent world real exist customer better if.,2023-03-09 09:37:00,2023-03-13 05:08:20.171858,Closed,Low,Hardware,Memory Leak,Core Banking (T24),Service Portal
TKT-15250,EMP-795,Firewall Block reported on Internet Banking Portal,Ball example fact still natural administration four talk agreement foot.,2023-11-09 23:02:04,2023-11-10 17:05:11.260189,Resolved,Medium,Network,Firewall Block,Internet Banking Portal,Email
TKT-15251,EMP-534,Data Sync Error reported on Email Server (Exchange),Save source professor painting shoulder affect work letter pattern really receive option.,2023-03-29 06:44:20,2023-03-29 08:45:53.321629,Closed,Critical,Software,Data Sync Error,Email Server (Exchange),Automated Alert
TKT-15252,EMP-858,Password Reset reported on ATM Switch,Past opportunity soldier international school receive difficult black this against suffer type learn scientist.,2023-12-01 04:38:33,2023-12-03 20:56:50.109775,Closed,Low,Access,Password Reset,ATM Switch,Phone
TKT-15253,EMP-160,MFA Failure reported on Mobile Banking App,Traditional really us build summer attack thing item any offer tonight.,2023-05-10 12:23:00,2023-05-10 18:09:06.170872,Closed,High,Access,MFA Failure,Mobile Banking App,Phone
TKT-15254,EMP-391,Packet Loss reported on Core Banking (T24),Speech national form rule nearly age whole year stop certainly middle life.,2023-06-17 03:43:58,2023-06-17 09:01:07.633297,Closed,Medium,Network,Packet Loss,Core Banking (T24),Phone
TKT-15255,EMP-666,App Crash reported on Core Banking (T24),At technology way eye record project.,2023-04-27 02:04:08,2023-04-27 12:37:14.055621,Closed,Low,Software,App Crash,Core Banking (T24),Service Portal
TKT-15256,EMP-716,Login Failure reported on Mobile Banking App,Method one future black network before herself situation suggest worker movement.,2023-01-08 00:55:45,2023-01-09 20:26:32.584231,Closed,Low,Software,Login Failure,Mobile Banking App,Automated Alert
TKT-15257,EMP-155,Login Failure reported on Core Banking (T24),Memory argue simple bring education time ten laugh leader.,2023-03-19 13:24:13,2023-03-21 22:50:14.041897,Closed,Low,Software,Login Failure,Core Banking (T24),Email
TKT-15258,EMP-753,Account Locked reported on Internet Banking Portal,Number fact cell behind site customer rule who rather nice.,2023-02-08 21:16:35,2023-02-09 20:27:53.719168,Closed,Medium,Access,Account Locked,Internet Banking Portal,Phone
TKT-15259,EMP-198,Password Reset reported on Internet Banking Portal,Onto general believe detail today plant standard less animal institution.,2023-08-27 01:52:14,2023-08-28 12:44:52.441843,Closed,Medium,Access,Password Reset,Internet Banking Portal,Email
TKT-15260,EMP-168,Latency High reported on ATM Switch,Assume certainly run this walk company mind knowledge various pass.,2023-04-24 12:13:34,2023-04-26 01:09:01.018522,Closed,Low,Network,Latency High,ATM Switch,Automated Alert
TKT-15261,EMP-552,Permission Denied reported on Core Banking (T24),Data boy far let water anything.,2023-03-15 10:32:21,2023-03-15 14:53:44.097551,Closed,High,Access,Permission Denied,Core Banking (T24),Service Portal
TKT-15262,EMP-841,Server Overheat reported on Email Server (Exchange),How recognize contain trial certain none civil glass we six represent data international.,2023-01-02 00:22:27,2023-01-02 07:36:14.286031,Closed,Medium,Hardware,Server Overheat,Email Server (Exchange),Phone
TKT-15263,EMP-133,Latency High reported on Mobile Banking App,Right near growth Congress know keep.,2023-02-16 03:05:33,2023-02-16 04:29:06.755243,Closed,Critical,Network,Latency High,Mobile Banking App,Phone
TKT-15264,EMP-735,Switch Port Error reported on Mobile Banking App,It leg wife thing positive hair.,2023-02-22 17:47:46,2023-02-23 08:11:36.652273,Closed,Low,Hardware,Switch Port Error,Mobile Banking App,Automated Alert
TKT-15265,EMP-789,Permission Denied reported on Treasury System,Degree admit lead program line eight work step together way should might.,2023-08-13 05:28:20,2023-08-13 19:50:50.184215,Closed,Medium,Access,Permission Denied,Treasury System,Service Portal
TKT-15266,EMP-505,App Crash reported on ATM Switch,Night catch employee but kind thought everything often information chance fear.,2023-01-02 13:07:44,2023-01-02 23:55:52.759030,Closed,Medium,Software,App Crash,ATM Switch,Email
TKT-15267,EMP-320,Firewall Block reported on Core Banking (T24),Share travel view investment water which later past sister ahead especially travel certainly.,2023-06-23 04:30:34,2023-06-25 19:15:18.287827,Closed,Low,Network,Firewall Block,Core Banking (T24),Email
TKT-15268,EMP-765,Switch Port Error reported on Mobile Banking App,Visit news collection degree kind try someone able no then live technology.,2023-03-06 16:49:56,2023-03-07 12:46:52.718970,Closed,Medium,Hardware,Switch Port Error,Mobile Banking App,Phone
TKT-15269,EMP-789,Packet Loss reported on Mobile Banking App,Throw feel common environment eat and western per.,2023-05-03 17:22:56,2023-05-04 11:23:30.005110,Closed,Low,Network,Packet Loss,Mobile Banking App,Service Portal
TKT-15270,EMP-179,Server Overheat reported on Mobile Banking App,Behind time you line table stage along.,2023-03-26 07:47:48,2023-03-28 01:04:01.301225,Closed,Critical,Hardware,Server Overheat,Mobile Banking App,Service Portal
TKT-15271,EMP-644,Disk Failure reported on HR Portal,Statement project enjoy market soldier method blue television take want.,2023-03-13 14:35:03,2023-03-13 17:25:02.308503,Closed,High,Hardware,Disk Failure,HR Portal,Automated Alert
TKT-15272,EMP-256,Packet Loss reported on Core Banking (T24),Simply could trip bit statement site politics thing usually.,2023-01-24 13:12:52,2023-01-24 13:57:17.863336,Closed,Critical,Network,Packet Loss,Core Banking (T24),Automated Alert
TKT-15273,EMP-918,Firewall Block reported on Treasury System,Generation smile so car management group thousand name report.,2023-10-18 00:00:47,2023-10-19 04:10:58.384335,Closed,Low,Network,Firewall Block,Treasury System,Phone
TKT-15274,EMP-812,Account Locked reported on ATM Switch,Yourself best whether exactly necessary red federal pretty election they.,2023-07-21 08:14:58,2023-07-25 01:29:00.567557,Closed,Low,Access,Account Locked,ATM Switch,Phone
TKT-15275,EMP-198,Unhandled Exception reported on HR Portal,Commercial Mr wife effect staff across imagine where.,2023-03-08 07:16:23,2023-03-11 01:49:34.560615,Closed,Low,Software,Unhandled Exception,HR Portal,Automated Alert
TKT-15276,EMP-800,Unhandled Exception reported on Core Banking (T24),Fall hit spring name today fear apply world itself be change general.,2023-02-06 08:19:26,2023-02-06 15:12:10.805778,Closed,High,Software,Unhandled Exception,Core Banking (T24),Email
TKT-15277,EMP-618,Password Reset reported on Core Banking (T24),Item also beyond song establish sure.,2023-02-02 09:27:19,2023-02-03 08:51:03.358261,Closed,Medium,Access,Password Reset,Core Banking (T24),Phone
TKT-15278,EMP-823,VPN Drop reported on Core Banking (T24),Black real apply however science age visit hundred power result impact Congress heavy.,2023-02-14 13:01:29,2023-02-14 13:44:14.794209,Closed,High,Network,VPN Drop,Core Banking (T24),Email
TKT-15279,EMP-451,Server Overheat reported on Core Banking (T24),Congress affect another crime six attack alone option example Democrat one section.,2023-04-16 08:11:57,2023-04-17 04:03:11.783052,Closed,Medium,Hardware,Server Overheat,Core Banking (T24),Email
TKT-15280,EMP-211,API Timeout reported on ATM Switch,Professor something teach reduce experience we.,2023-04-26 09:09:23,2023-04-26 14:56:12.829464,Closed,Low,Software,API Timeout,ATM Switch,Email
TKT-15281,EMP-793,Firewall Block reported on Mobile Banking App,Seat remain man short social service traditional case man decade modern.,2023-11-10 23:28:34,2023-11-11 07:05:42.033095,Closed,Medium,Network,Firewall Block,Mobile Banking App,Service Portal
TKT-15282,EMP-473,Latency High reported on Email Server (Exchange),Make its answer environment center decision example explain government available person project quite.,2023-08-04 18:38:48,2023-08-06 02:31:12.146674,Closed,High,Network,Latency High,Email Server (Exchange),Email
TKT-15283,EMP-801,Account Locked reported on Mobile Banking App,Recognize table available certain before everything less next back.,2023-03-19 15:46:52,2023-03-20 13:01:54.541998,Closed,Low,Access,Account Locked,Mobile Banking App,Service Portal
TKT-15284,EMP-565,Firewall Block reported on Mobile Banking App,Professional start our stay act arm military develop nor common boy.,2023-03-31 16:52:53,2023-04-04 05:36:51.382126,Closed,Low,Network,Firewall Block,Mobile Banking App,Email
TKT-15285,EMP-487,MFA Failure reported on Treasury System,Road central majority indicate tonight program notice campaign.,2023-10-17 23:41:57,2023-10-18 00:51:58.033882,Closed,High,Access,MFA Failure,Treasury System,Email
TKT-15286,EMP-917,Unhandled Exception reported on Core Banking (T24),Receive sometimes service inside third anyone agreement sure town relationship.,2023-02-19 15:19:34,2023-02-20 05:29:56.234765,Closed,Low,Software,Unhandled Exception,Core Banking (T24),Email
TKT-15287,EMP-712,MFA Failure reported on Mobile Banking App,Enjoy entire PM skill to research hair film.,2023-05-20 19:53:34,2023-05-21 07:28:42.997983,Closed,Medium,Access,MFA Failure,Mobile Banking App,Automated Alert
TKT-15288,EMP-345,Login Failure reported on ATM Switch,Page bag may subject cause turn history drop.,2023-12-10 07:26:41,,Open,Critical,Software,Login Failure,ATM Switch,Email
TKT-15289,EMP-529,Firewall Block reported on Core Banking (T24),Pm partner local event life thus leave industry her instead.,2023-07-11 21:13:31,2023-07-14 13:21:35.276693,Closed,Low,Network,Firewall Block,Core Banking (T24),Service Portal
TKT-15290,EMP-832,Memory Leak reported on Core Banking (T24),Very source who research detail reflect billion true share six western.,2023-05-27 11:06:44,2023-05-27 12:06:20.948566,Closed,Medium,Hardware,Memory Leak,Core Banking (T24),Phone
TKT-15291,EMP-668,Firewall Block reported on Core Banking (T24),Defense few center book year eight.,2023-12-20 05:31:42,2023-12-22 12:05:57.125254,Closed,Low,Network,Firewall Block,Core Banking (T24),Automated Alert
TKT-15292,EMP-255,Firewall Block reported on Email Server (Exchange),Reduce the exist your reality card fill believe.,2023-05-18 03:31:52,2023-05-20 05:38:04.241024,Closed,Low,Network,Firewall Block,Email Server (Exchange),Automated Alert
TKT-15293,EMP-618,Switch Port Error reported on Email Server (Exchange),Occur court want amount apply successful beyond peace night.,2023-01-07 08:08:02,2023-01-08 17:26:14.631951,Closed,Critical,Hardware,Switch Port Error,Email Server (Exchange),Phone
TKT-15294,EMP-790,Memory Leak reported on Email Server (Exchange),Away fall ok follow program Mr dinner include daughter leader.,2023-06-14 01:41:28,2023-06-14 01:53:07.118354,Closed,Critical,Hardware,Memory Leak,Email Server (Exchange),Phone
TKT-15295,EMP-824,Switch Port Error reported on HR Portal,Fly wrong describe eight admit anyone.,2023-11-05 05:16:51,,Pending,High,Hardware,Switch Port Error,HR Portal,Email
TKT-15296,EMP-706,Disk Failure reported on Internet Banking Portal,Why opportunity arrive value deep food.,2023-05-20 00:05:30,2023-05-22 12:29:07.355267,Closed,Low,Hardware,Disk Failure,Internet Banking Portal,Email
TKT-15297,EMP-702,API Timeout reported on Mobile Banking App,Both treat with also rise parent fear why chance stand.,2023-12-17 15:30:26,2023-12-20 08:55:28.191624,Closed,Medium,Software,API Timeout,Mobile Banking App,Email
TKT-15298,EMP-882,Server Overheat reported on Core Banking (T24),One able course social certain serious student growth treat ground.,2023-12-26 11:04:51,,Open,Critical,Hardware,Server Overheat,Core Banking (T24),Automated Alert
TKT-15299,EMP-967,Login Failure reported on Mobile Banking App,Now common environmental parent keep item full training describe special.,2023-08-27 12:54:22,2023-08-27 15:33:26.782614,Closed,High,Software,Login Failure,Mobile Banking App,Automated Alert
TKT-15300,EMP-519,Unhandled Exception reported on ATM Switch,Beat position short daughter nature provide character great Mr however then environment.,2023-02-15 20:36:01,2023-02-16 12:28:05.934578,Closed,Medium,Software,Unhandled Exception,ATM Switch,Service Portal
TKT-15301,EMP-102,Server Overheat reported on HR Portal,Building often statement pressure full find teacher nation themselves between way family worry.,2023-11-17 23:40:00,2023-11-18 07:32:29.881880,Closed,High,Hardware,Server Overheat,HR Portal,Automated Alert
TKT-15302,EMP-424,MFA Failure reported on Mobile Banking App,Wear here brother doctor address business decade strategy those glass ten guy.,2023-08-03 18:40:47,2023-08-05 01:27:17.606222,Closed,Low,Access,MFA Failure,Mobile Banking App,Automated Alert
TKT-15303,EMP-615,Memory Leak reported on ATM Switch,Out until difference current blue bring sound speak avoid reveal teacher financial effort.,2023-09-01 12:40:55,2023-09-03 00:24:03.120121,Closed,Low,Hardware,Memory Leak,ATM Switch,Email
TKT-15304,EMP-679,API Timeout reported on Core Banking (T24),Recent campaign painting whether two south win back dinner every.,2023-12-09 00:14:01,,Open,High,Software,API Timeout,Core Banking (T24),Email
TKT-15305,EMP-112,Disk Failure reported on Mobile Banking App,Several able style fact road receive.,2023-11-27 00:52:44,,Open,Medium,Hardware,Disk Failure,Mobile Banking App,Service Portal
TKT-15306,EMP-735,Disk Failure reported on Core Banking (T24),Responsibility network other example value head people international article look.,2023-01-04 15:11:06,2023-01-07 02:26:12.850255,Closed,Low,Hardware,Disk Failure,Core Banking (T24),Email
TKT-15307,EMP-455,Login Failure reported on Mobile Banking App,Tv sure country dog whether each investment.,2023-07-20 06:51:29,2023-07-21 01:02:48.721989,Closed,Low,Software,Login Failure,Mobile Banking App,Service Portal
TKT-15308,EMP-499,Account Locked reported on Mobile Banking App,That glass may purpose large glass.,2023-11-28 17:32:16,,Open,High,Access,Account Locked,Mobile Banking App,Service Portal
TKT-15309,EMP-821,API Timeout reported on Mobile Banking App,Center when end scene media next wife traditional speak because cup your.,2023-12-07 16:23:04,,Pending,Medium,Software,API Timeout,Mobile Banking App,Phone
TKT-15310,EMP-325,Latency High reported on Internet Banking Portal,Main able full look day reflect others loss camera economic radio more.,2023-05-13 04:25:45,2023-05-14 23:19:47.040366,Closed,Low,Network,Latency High,Internet Banking Portal,Service Portal
TKT-15311,EMP-532,Switch Port Error reported on Core Banking (T24),Hit identify create tree degree own identify condition mind.,2023-05-31 01:11:38,2023-05-31 22:44:15.392819,Closed,Medium,Hardware,Switch Port Error,Core Banking (T24),Phone
TKT-15312,EMP-192,Account Locked reported on Internet Banking Portal,Nation learn film age protect consider explain summer.,2023-04-06 22:35:38,2023-04-07 06:36:13.731864,Closed,Medium,Access,Account Locked,Internet Banking Portal,Phone
TKT-15313,EMP-219,Switch Port Error reported on Core Banking (T24),Stay score time dinner employee together worry memory seat chance some thought build.,2023-05-20 06:16:20,2023-05-21 22:00:47.038881,Closed,High,Hardware,Switch Port Error,Core Banking (T24),Service Portal
TKT-15314,EMP-623,Password Reset reported on ATM Switch,Happy person space add approach new let figure let affect exactly.,2023-05-17 09:35:37,2023-05-17 09:57:09.908565,Closed,High,Access,Password Reset,ATM Switch,Service Portal
TKT-15315,EMP-854,Packet Loss reported on Mobile Banking App,Dream matter wish citizen suggest soldier environmental second.,2023-01-31 13:11:03,2023-02-01 03:52:21.382633,Closed,Medium,Network,Packet Loss,Mobile Banking App,Service Portal
TKT-15316,EMP-709,MFA Failure reported on Mobile Banking App,Three simple image military democratic option opportunity development.,2023-02-20 18:07:48,2023-02-22 12:10:04.685289,Closed,Medium,Access,MFA Failure,Mobile Banking App,Automated Alert
TKT-15317,EMP-537,Disk Failure reported on Core Banking (T24),Hope hot certain institution myself challenge per outside one like recognize maybe price.,2023-11-18 20:56:00,2023-11-19 00:32:21.400578,Closed,Medium,Hardware,Disk Failure,Core Banking (T24),Automated Alert
TKT-15318,EMP-207,Firewall Block reported on Mobile Banking App,So source information quite south team professional power stuff my.,2023-04-19 04:50:10,2023-04-19 17:37:57.010637,Closed,Low,Network,Firewall Block,Mobile Banking App,Automated Alert
TKT-15319,EMP-642,Memory Leak reported on ATM Switch,Guess consumer our others financial might standard computer political far.,2023-07-15 21:15:14,2023-07-17 12:15:43.967521,Closed,High,Hardware,Memory Leak,ATM Switch,Phone
TKT-15320,EMP-462,Unhandled Exception reported on ATM Switch,Mind write candidate many not risk page weight business.,2023-12-20 04:25:16,2023-12-20 20:25:44.184175,Closed,Low,Software,Unhandled Exception,ATM Switch,Email
TKT-15321,EMP-480,Switch Port Error reported on Mobile Banking App,Enjoy stock dinner father quickly likely official budget maybe exist financial safe break.,2023-10-18 21:26:52,2023-10-19 00:14:16.674041,Closed,High,Hardware,Switch Port Error,Mobile Banking App,Email
TKT-15322,EMP-584,Data Sync Error reported on Core Banking (T24),Single ability computer current range skill book power good task card.,2023-04-10 08:01:13,2023-04-10 14:17:23.743918,Closed,Low,Software,Data Sync Error,Core Banking (T24),Phone
TKT-15323,EMP-156,MFA Failure reported on Internet Banking Portal,Election energy safe well win police medical ahead guess partner before compare.,2023-09-15 07:42:37,2023-09-16 08:25:31.464298,Closed,Low,Access,MFA Failure,Internet Banking Portal,Email
TKT-15324,EMP-554,Server Overheat reported on Mobile Banking App,Not break body still yard total seem point final kitchen hear interest rise.,2023-07-30 18:24:48,2023-08-01 08:50:51.960792,Closed,Low,Hardware,Server Overheat,Mobile Banking App,Email
TKT-15325,EMP-765,Login Failure reported on ATM Switch,Game system design since age learn remember cover law but read.,2023-03-30 23:55:13,2023-04-02 00:55:18.732629,Closed,Medium,Software,Login Failure,ATM Switch,Email
TKT-15326,EMP-431,Password Reset reported on Core Banking (T24),Heavy meeting book what account upon.,2023-05-21 21:17:39,2023-05-22 04:25:47.582724,Closed,High,Access,Password Reset,Core Banking (T24),Service Portal
TKT-15327,EMP-442,Switch Port Error reported on HR Portal,Method sister wind until picture know worry produce bar soldier.,2023-11-29 20:34:27,2023-12-01 02:19:40.332918,Closed,Low,Hardware,Switch Port Error,HR Portal,Phone
TKT-15328,EMP-112,Unhandled Exception reported on Mobile Banking App,Plant reduce hear enough hand media letter do she other so.,2023-12-16 14:50:41,2023-12-17 04:15:37.917836,Closed,Medium,Software,Unhandled Exception,Mobile Banking App,Phone
TKT-15329,EMP-379,Unhandled Exception reported on ATM Switch,Mention military fire us church college choose keep skill consider piece soldier exist.,2023-08-09 16:58:02,2023-08-09 17:46:45.153170,Closed,Critical,Software,Unhandled Exception,ATM Switch,Service Portal
TKT-15330,EMP-945,App Crash reported on Mobile Banking App,Tree success carry success focus rock maybe toward value style.,2023-08-06 14:24:21,2023-08-08 05:28:19.288184,Closed,Low,Software,App Crash,Mobile Banking App,Phone
TKT-15331,EMP-338,Latency High reported on Internet Banking Portal,Control mean read radio I draw present.,2023-12-28 02:25:52,,Open,Critical,Network,Latency High,Internet Banking Portal,Service Portal
TKT-15332,EMP-484,MFA Failure reported on Core Banking (T24),Lay such investment democratic deal about avoid beat window.,2023-09-20 14:14:58,2023-09-21 05:20:53.521410,Closed,Medium,Access,MFA Failure,Core Banking (T24),Automated Alert
TKT-15333,EMP-127,Memory Leak reported on HR Portal,Whom green stop some country other hear store hotel including.,2023-10-13 08:24:44,2023-10-14 00:59:41.935876,Closed,Medium,Hardware,Memory Leak,HR Portal,Email
TKT-15334,EMP-623,Account Locked reported on ATM Switch,Real play study establish newspaper heavy market staff anything poor.,2023-01-28 09:44:05,2023-01-28 20:44:52.941974,Closed,Medium,Access,Account Locked,ATM Switch,Service Portal
TKT-15335,EMP-461,Data Sync Error reported on Internet Banking Portal,Hotel what might property approach history memory still race four me.,2023-03-24 13:30:42,2023-03-24 15:15:56.654242,Closed,Critical,Software,Data Sync Error,Internet Banking Portal,Automated Alert
TKT-15336,EMP-265,Disk Failure reported on Core Banking (T24),Free whose at phone image national.,2023-12-19 13:55:32,2023-12-20 01:47:50.507662,Closed,Medium,Hardware,Disk Failure,Core Banking (T24),Email
TKT-15337,EMP-757,Firewall Block reported on Core Banking (T24),Medical police hope but church evening individual action.,2023-03-12 20:58:21,2023-03-13 10:21:17.329436,Closed,Low,Network,Firewall Block,Core Banking (T24),Automated Alert
TKT-15338,EMP-605,API Timeout reported on ATM Switch,Bed several tend walk news sound late subject health.,2023-12-07 19:47:32,2023-12-09 20:56:03.355116,Closed,Low,Software,API Timeout,ATM Switch,Automated Alert
TKT-15339,EMP-492,API Timeout reported on Internet Banking Portal,Open especially see not election address who.,2023-12-18 06:59:52,,Open,Low,Software,API Timeout,Internet Banking Portal,Service Portal
TKT-15340,EMP-908,Packet Loss reported on Mobile Banking App,Live interview we young anyone whole list yes policy quite director explain individual.,2023-11-03 23:17:46,,Open,Low,Network,Packet Loss,Mobile Banking App,Automated Alert
TKT-15341,EMP-343,Password Reset reported on ATM Switch,Suffer forget free strong employee air case keep space road.,2023-11-11 09:56:38,,Open,Low,Access,Password Reset,ATM Switch,Email
TKT-15342,EMP-763,API Timeout reported on ATM Switch,Gun as director air method present direction.,2023-01-21 21:45:04,2023-01-22 18:42:19.431457,Closed,Medium,Software,API Timeout,ATM Switch,Service Portal
TKT-15343,EMP-511,MFA Failure reported on Internet Banking Portal,Born shoulder point follow reach speak good camera.,2023-05-17 05:13:25,2023-05-19 09:59:54.494174,Closed,Low,Access,MFA Failure,Internet Banking Portal,Phone
TKT-15344,EMP-871,Packet Loss reported on Mobile Banking App,Enjoy society area spring north ahead something lose.,2023-12-10 16:20:49,2023-12-10 18:46:29.868514,Closed,High,Network,Packet Loss,Mobile Banking App,Service Portal
TKT-15345,EMP-550,Firewall Block reported on Treasury System,Major weight himself space activity them themselves himself.,2023-11-09 06:40:02,,Open,Low,Network,Firewall Block,Treasury System,Service Portal
TKT-15346,EMP-710,App Crash reported on Core Banking (T24),Apply gas then represent face great because director necessary every still.,2023-01-04 20:52:55,2023-01-06 23:28:45.940327,Closed,Medium,Software,App Crash,Core Banking (T24),Service Portal
TKT-15347,EMP-423,Memory Leak reported on Internet Banking Portal,Process rise American per event treatment yeah.,2023-10-17 10:56:54,2023-10-17 14:29:23.431129,Closed,High,Hardware,Memory Leak,Internet Banking Portal,Email
TKT-15348,EMP-130,Password Reset reported on Internet Banking Portal,Fly big couple chair fact board total group.,2023-12-11 20:33:07,2023-12-11 21:51:43.222003,Closed,High,Access,Password Reset,Internet Banking Portal,Email
TKT-15349,EMP-914,Permission Denied reported on Mobile Banking App,Prepare bag easy employee family need value catch rule.,2023-03-02 05:31:28,2023-03-02 06:44:52.307026,Closed,Critical,Access,Permission Denied,Mobile Banking App,Automated Alert
TKT-15350,EMP-728,VPN Drop reported on Core Banking (T24),Their his much despite watch company dream.,2023-08-08 22:31:38,2023-08-08 22:53:36.513718,Closed,High,Network,VPN Drop,Core Banking (T24),Email
TKT-15351,EMP-807,Packet Loss reported on HR Portal,Improve may food agree unit wide year environmental sense member summer keep whether.,2023-03-21 11:29:18,2023-03-21 15:11:18.961172,Closed,Critical,Network,Packet Loss,HR Portal,Service Portal
TKT-15352,EMP-429,Permission Denied reported on Treasury System,There people man program investment north Congress place.,2023-11-27 21:52:13,2023-11-28 21:22:12.067538,Closed,Medium,Access,Permission Denied,Treasury System,Phone
TKT-15353,EMP-766,Firewall Block reported on Core Banking (T24),That stand woman similar part pattern above present need.,2023-08-19 19:59:54,2023-08-20 17:58:46.904448,Closed,Medium,Network,Firewall Block,Core Banking (T24),Automated Alert
TKT-15354,EMP-634,MFA Failure reported on Core Banking (T24),Tax maybe economy prepare artist south speak doctor lose themselves boy.,2023-05-08 17:23:02,2023-05-08 17:31:08.258469,Closed,Medium,Access,MFA Failure,Core Banking (T24),Phone
TKT-15355,EMP-382,App Crash reported on Mobile Banking App,Pretty station turn all your us news actually avoid.,2023-11-01 14:34:13,2023-11-02 01:43:38.928898,Closed,Low,Software,App Crash,Mobile Banking App,Service Portal
TKT-15356,EMP-654,VPN Drop reported on Core Banking (T24),Economic impact pattern attack member size time Republican music reason sense list.,2023-01-30 14:45:35,2023-01-31 08:07:54.344725,Closed,Medium,Network,VPN Drop,Core Banking (T24),Phone
TKT-15357,EMP-480,Account Locked reported on Email Server (Exchange),Book expect about pressure environment recently education.,2023-01-22 08:52:06,2023-01-22 13:59:47.293464,Closed,High,Access,Account Locked,Email Server (Exchange),Email
TKT-15358,EMP-470,Memory Leak reported on HR Portal,Simple successful care image card wind travel ask.,2023-05-03 16:38:10,2023-05-05 03:50:17.328948,Closed,Critical,Hardware,Memory Leak,HR Portal,Automated Alert
TKT-15359,EMP-614,App Crash reported on Core Banking (T24),Away thing account evening risk quickly car government series policy.,2023-09-22 04:46:25,2023-09-22 14:03:28.251657,Closed,Low,Software,App Crash,Core Banking (T24),Phone
TKT-15360,EMP-694,Disk Failure reported on Core Banking (T24),Image ground feel its quite term.,2023-02-21 13:23:56,2023-02-24 07:05:00.070065,Closed,Medium,Hardware,Disk Failure,Core Banking (T24),Automated Alert
TKT-15361,EMP-378,Latency High reported on Core Banking (T24),Mouth mention security present try politics.,2023-11-02 00:22:03,,Open,High,Network,Latency High,Core Banking (T24),Email
TKT-15362,EMP-383,Firewall Block reported on Email Server (Exchange),Final leader knowledge civil medical for week.,2023-04-26 21:03:45,2023-04-27 11:13:37.480173,Closed,Medium,Network,Firewall Block,Email Server (Exchange),Automated Alert
TKT-15363,EMP-693,Switch Port Error reported on Internet Banking Portal,Who range back sense nor great movie author and use customer leg technology.,2023-11-03 10:22:39,2023-11-04 14:41:35.965681,Closed,Low,Hardware,Switch Port Error,Internet Banking Portal,Service Portal
TKT-15364,EMP-853,MFA Failure reported on Internet Banking Portal,Opportunity wonder reveal door whatever later.,2023-10-04 07:31:12,2023-10-05 03:17:07.433475,Closed,Medium,Access,MFA Failure,Internet Banking Portal,Automated Alert
TKT-15365,EMP-503,API Timeout reported on Email Server (Exchange),Act color street real cover lawyer process.,2023-02-04 07:59:15,2023-02-05 05:22:04.052447,Closed,Low,Software,API Timeout,Email Server (Exchange),Automated Alert
TKT-15366,EMP-372,Unhandled Exception reported on Mobile Banking App,Despite form name box yeah project personal off always after enter star that.,2023-11-30 05:32:38,2023-11-30 21:34:36.708817,Closed,Medium,Software,Unhandled Exception,Mobile Banking App,Service Portal
TKT-15367,EMP-294,Firewall Block reported on Mobile Banking App,Dinner leader performance strategy understand movie bank.,2023-07-03 16:30:22,2023-07-06 12:29:30.228555,Closed,Low,Network,Firewall Block,Mobile Banking App,Email
TKT-15368,EMP-106,Unhandled Exception reported on Mobile Banking App,Certain series security another help significant race food woman official guy fish.,2023-12-22 22:50:21,,Open,High,Software,Unhandled Exception,Mobile Banking App,Automated Alert
